"Input1" "Input2" "Input3" "Input4" "Input5" "Input6"
"Taf7" 1675 1597 533 1963 610 559
"Pcdhga1" 99 181 114 320 178 167
"Pcdhga2" 53 130 43 188 78 111
"Pcdhga3" 60 111 54 181 104 94
"Pcdhgb1" 29 57 37 123 61 60
"Pcdhga4" 35 68 34 112 70 62
"Pcdhgb2" 21 59 37 109 53 85
"Pcdhga5" 24 44 29 88 38 47
"Pcdhga6" 11 29 11 58 12 31
"Pcdhga7" 16 36 21 75 48 42
"Pcdhgb4" 18 57 27 73 39 46
"Pcdhga8" 61 118 51 326 172 175
"Pcdhgb5" 35 82 36 266 121 158
"Pcdhga9" 37 69 36 197 92 105
"Pcdhgb6" 32 52 38 150 63 75
"Pcdhga10" 34 79 54 163 64 91
"Pcdhgb7" 49 129 48 169 86 107
"Pcdhga11" 81 180 88 225 93 119
"Pcdhgb8" 45 123 44 188 80 85
"Pcdhga12" 76 152 63 207 78 119
"Pcdhgc3" 109 223 140 302 137 112
"Pcdhgc4" 49 83 36 96 43 56
"Pcdhgc5" 33 57 39 73 34 29
"Diap1" 3426 7494 4018 8110 3170 3631
"Mir6979" 0 2 0 1 2 0
"Hdac3" 349 494 217 613 165 250
"Rell2" 1 8 1 5 3 4
"Fchsd1" 62 106 39 155 50 77
"Arap3" 90 130 63 103 35 75
"Mir6981" 0 0 0 0 0 0
"Mir6980" 0 0 0 0 0 0
"Pcdh1" 154 471 255 246 101 123
"1700086O06Rik" 32 42 39 60 22 34
"0610009O20Rik" 327 546 314 1004 389 418
"Pcdh12" 6 11 1 5 2 8
"Rnf14" 306 360 171 565 203 240
"Gnpda1" 244 271 116 558 179 212
"Ndfip1" 432 909 583 1787 795 776
"Spry4" 1507 1845 783 3227 1053 1021
"Fgf1" 69 102 57 152 69 73
"Gm5820" 14 27 4 61 29 32
"Arhgap26" 111 202 84 320 140 170
"Nr3c1" 305 484 275 651 259 223
"Pabpc2" 0 2 0 0 0 0
"Yipf5" 415 720 410 939 369 353
"2900055J20Rik" 2 1 3 11 11 4
"Kctd16" 16 21 14 70 36 19
"Prelid2" 46 68 22 90 36 46
"Grxcr2" 1 2 0 1 0 1
"Sh3rf2" 18 19 16 15 1 4
"Plac8l1" 0 3 0 4 5 2
"Lars" 2632 3636 1444 7297 2786 2661
"Gm4013" 5 3 5 5 1 1
"Rbm27" 2936 3963 1750 3662 1440 1595
"Pou4f3" 1 3 0 3 4 0
"Tcerg1" 5458 8182 3896 10755 4325 4135
"Gpr151" 29 63 45 82 37 38
"Ppp2r2b" 4 5 1 9 2 0
"Stk32a" 57 81 74 102 60 68
"Dpysl3" 455 441 180 603 170 172
"Jakmip2" 116 149 81 47 15 7
"Spink1" 14 39 6 38 14 7
"Scgb3a2" 0 0 0 0 0 0
"Gm94" 2 0 0 0 0 0
"Spink5" 3 5 0 3 0 0
"Spink14" 0 0 0 0 0 0
"Spink6" 2 2 0 0 0 0
"Spink12" 0 3 0 0 0 0
"Gm10267" 0 0 0 0 0 0
"Spinkl" 0 0 2 0 0 0
"Spink11" 0 0 0 0 0 0
"Npy6r" 1 0 0 0 0 0
"Myot" 2 8 3 7 0 3
"Dcp2" 2176 3834 2078 4601 1838 2011
"Mcc" 297 521 320 701 349 353
"A930012L18Rik" 43 44 52 100 37 40
"Ythdc2" 350 562 315 908 429 452
"Kcnn2" 28 44 41 55 18 22
"A330093E20Rik" 9 7 10 8 5 0
"Trim36" 257 447 261 474 213 231
"Pggt1b" 250 442 220 652 318 328
"Ccdc112" 407 500 218 1053 413 453
"Mospd4" 2 8 6 4 4 5
"Fem1c" 384 581 295 797 305 315
"Ticam2" 33 29 13 25 18 17
"Tmed7" 728 1676 1078 1797 823 799
"Eif1a" 1104 1495 656 1322 427 500
"Cdo1" 26 51 14 60 18 20
"Atg12" 225 266 125 402 124 114
"Ap3s1" 137 173 45 128 36 46
"Lvrn" 1 10 6 0 0 0
"Arl14epl" 224 312 134 99 41 58
"Commd10" 296 363 161 423 149 175
"Sema6a" 255 660 479 253 108 112
"9130209A04Rik" 0 2 1 6 0 1
"Gm5095" 0 0 0 0 0 0
"G630055G22Rik" 13 41 18 57 22 29
"Eno1b" 834 838 342 636 133 185
"1700044K03Rik" 0 0 0 0 0 0
"Dtwd2" 196 286 141 246 117 125
"1700065O20Rik" 0 0 0 0 0 0
"Dmxl1" 1424 2482 1360 4471 1960 2084
"Tnfaip8" 34 46 16 28 4 12
"Hsd17b4" 467 560 268 775 261 254
"Fam170a" 0 2 0 0 1 0
"Hdhd1a" 0 2 0 7 0 0
"Prr16" 4 1 2 0 0 0
"Mir28a" 0 0 0 0 0 0
"Ftmt" 0 0 0 0 0 0
"Srfbp1" 553 614 241 708 232 250
"Lox" 1 9 6 4 1 2
"Zfp474" 0 1 0 0 0 0
"1700034E13Rik" 1 1 0 0 0 0
"Gykl1" 1 0 0 3 0 0
"Sncaip" 8 13 7 11 5 7
"Mir467f" 0 0 0 0 0 0
"Snx2" 848 957 388 1779 612 719
"Snx24" 50 67 33 96 42 33
"Ppic" 133 288 159 722 274 287
"Prdm6" 0 4 0 2 0 0
"Gm19466" 7 28 20 51 21 12
"Cep120" 857 1015 466 1622 583 594
"Csnk1g3" 426 704 356 677 285 323
"Redrum" 3 2 0 0 2 0
"9330117O12Rik" 0 5 2 0 0 0
"Zfp608" 149 292 146 170 58 78
"Gramd3" 59 93 36 53 9 19
"Aldh7a1" 500 673 307 548 172 195
"Mir1258" 0 0 0 1 0 0
"Phax" 486 487 185 440 133 160
"Tex43" 0 1 1 7 0 2
"Lmnb1" 7755 8151 3117 10157 3209 3538
"March3" 21 28 15 33 9 21
"Gm10536" 1 4 1 3 6 5
"C330018D20Rik" 25 37 16 37 15 14
"Megf10" 3 5 2 4 4 1
"Prrc1" 419 506 223 501 201 199
"Ctxn3" 1 8 2 17 3 3
"1700066O22Rik" 0 0 0 2 0 0
"1700011I03Rik" 2 0 0 1 0 0
"4930511M06Rik" 516 1126 653 1411 628 710
"2210409D07Rik" 0 0 0 0 0 0
"Slc12a2" 1108 2432 1423 3746 1754 1931
"Fbn2" 53 138 72 128 45 45
"Slc27a6" 2 0 0 0 0 0
"Isoc1" 260 320 138 325 104 139
"Adamts19" 38 80 39 72 30 41
"A730017C20Rik" 0 2 0 0 0 1
"Chsy3" 2 12 9 14 5 3
"Mir6355" 0 0 0 0 0 0
"Gm4951" 10 38 24 56 30 34
"Gm4841" 151 325 187 455 215 273
"F830016B08Rik" 342 583 279 710 287 324
"Iigp1" 2 0 1 2 0 0
"Smim3" 25 38 7 28 6 2
"Dctn4" 378 521 249 836 302 329
"Rbm22" 282 393 187 555 162 223
"Myoz3" 421 823 271 740 385 356
"Synpo" 32 43 26 72 27 25
"G630071F17Rik" 75 143 87 153 67 85
"Ndst1" 299 568 292 755 276 311
"Rps14" 3019 2952 1102 4030 1000 1131
"Cd74" 29 90 40 80 50 43
"Mir5107" 0 2 0 1 0 3
"Tcof1" 5066 6237 2639 9861 3281 3662
"Arsi" 6 4 0 2 1 1
"Camk2a" 211 406 211 421 216 199
"Mir7220" 0 0 0 0 0 0
"Mir6982" 0 0 0 0 0 0
"Slc6a7" 28 46 20 214 101 128
"Cdx1" 9 6 4 27 19 10
"Pdgfrb" 35 49 33 74 21 44
"Csf1r" 2 25 19 41 11 22
"Mir6983" 0 0 0 0 0 0
"Hmgxb3" 593 911 424 1287 505 531
"Slc26a2" 155 334 164 425 200 204
"Pde6a" 6 21 11 20 3 8
"Ppargc1b" 68 92 41 153 62 54
"A530050N04Rik" 2 7 5 5 0 1
"Arhgef37" 5 4 4 2 2 3
"Csnk1a1" 3184 3797 1651 6152 2236 2553
"Bvht" 26 37 6 34 9 20
"Mir143hg" 4 4 9 11 9 6
"Mir145a" 0 0 0 1 0 1
"Mir143" 0 0 0 0 0 0
"Il17b" 17 26 11 19 14 16
"Pcyox1l" 205 408 205 481 212 216
"Grpel2" 340 507 238 738 268 360
"1500015A07Rik" 56 100 58 101 34 67
"Afap1l1" 61 55 25 95 42 36
"Ablim3" 15 13 6 13 8 15
"Sh3tc2" 32 50 18 75 31 32
"Adrb2" 27 50 31 19 6 8
"Htr4" 3 9 3 3 3 4
"Fbxo38" 839 1122 451 1518 569 598
"Spink10" 8 18 11 68 21 13
"Spink7" 0 0 0 0 0 0
"Spink13" 0 0 1 0 0 0
"2700046A07Rik" 0 7 0 2 0 0
"Apcdd1" 37 70 41 108 49 47
"Napg" 253 375 169 522 169 175
"Piezo2" 39 126 77 94 33 44
"Txnl1" 910 1067 491 939 263 347
"Wdr7" 374 565 260 905 372 409
"St8sia3os" 0 0 0 0 0 0
"St8sia3" 82 181 92 229 87 118
"Onecut2" 82 124 74 309 150 193
"Fech" 201 263 110 225 86 110
"Nars" 2196 2571 921 4523 1598 1480
"Atp8b1" 14 38 17 42 10 21
"Nedd4l" 453 944 462 1153 483 533
"Mir466p" 2 11 6 12 10 5
"Mir122" 0 0 0 0 0 0
"Alpk2" 3 8 2 1 1 0
"Malt1" 402 775 455 971 433 512
"Zfp532" 2486 3825 1862 8570 3329 3758
"Oacyl" 8 8 6 8 10 12
"Sec11c" 125 222 150 426 141 163
"Grp" 26 35 14 73 20 17
"Rax" 3 6 0 8 3 1
"Cplx4" 1 1 0 0 0 0
"Lman1" 1398 3101 1745 4360 1833 2147
"Ccbe1" 5 10 5 23 11 6
"Mir694" 1 2 0 0 0 0
"Pmaip1" 197 160 66 607 197 203
"Gm9926" 7 24 16 30 8 13
"Mc4r" 2 1 1 0 0 1
"Gm19784" 17 30 12 45 19 20
"Gnal" 46 89 47 57 20 19
"Chmp1b" 110 144 58 178 41 59
"Mppe1" 35 71 32 49 19 17
"Impa2" 489 586 237 906 316 351
"B430212C06Rik" 21 45 29 100 33 46
"Cidea" 3 10 8 23 5 7
"Tubb6" 442 524 189 181 49 64
"Afg3l2" 852 1509 666 1798 668 667
"Slmo1" 69 117 72 76 35 47
"Spire1" 420 688 348 590 238 284
"Cep76" 338 547 277 335 155 127
"Psmg2" 240 418 153 422 145 172
"Ptpn2" 583 836 379 881 331 344
"Seh1l" 1144 1572 740 1261 436 508
"4930549G23Rik" 52 108 52 95 63 46
"Cep192" 2821 4996 2649 6764 2831 3010
"Ldlrad4" 141 209 100 372 135 126
"Fam210a" 431 577 310 991 444 459
"Mir7219" 0 0 0 0 0 0
"Rnmt" 908 1191 479 1509 542 591
"Mc5r" 6 15 10 9 1 1
"Mc2r" 0 1 0 1 1 2
"Mir6356" 0 0 0 0 0 0
"4930546C10Rik" 1 4 0 0 0 0
"Mir145b" 1 0 0 0 0 0
"Tcf4" 636 1210 579 1803 820 990
"Ccdc68" 6 14 3 12 12 13
"Rab27b" 1 14 3 12 5 8
"Dynap" 0 0 0 1 0 0
"4930503L19Rik" 269 464 236 558 244 272
"Stard6" 12 22 15 41 15 12
"Poli" 289 420 168 787 267 336
"Mir6357" 0 0 0 0 0 0
"Mbd2" 296 386 140 491 191 237
"Dcc" 184 338 178 382 195 158
"Mex3c" 628 877 443 831 294 333
"Smad4" 517 739 325 1086 397 448
"Elac1" 35 75 33 117 48 71
"Me2" 501 552 247 535 191 176
"Mro" 22 44 18 48 23 45
"Mapk4" 70 92 27 350 123 152
"D730045A05Rik" 12 27 12 50 29 33
"Ska1" 271 350 115 364 121 115
"Cxxc1" 612 859 429 1122 380 400
"Mbd1" 127 229 110 367 132 138
"Cfap53" 9 13 2 42 11 24
"Myo5b" 33 67 25 116 30 43
"1700120E14Rik" 0 6 4 12 6 2
"Scarna17" 34 85 30 108 42 48
"Acaa2" 105 119 64 143 37 43
"Lipg" 9 38 20 43 13 7
"9030625G05Rik" 10 18 13 25 9 9
"Rpl17" 4356 4304 1513 6486 1849 2024
"BC031181" 149 264 123 335 129 118
"Dym" 366 463 258 643 237 273
"2010010A06Rik" 7 6 6 27 4 19
"Smad7" 1395 2256 1039 4367 1625 2052
"Ctif" 96 162 80 175 74 71
"Gm10532" 7 16 13 6 4 4
"Zbtb7c" 70 103 30 83 27 43
"2900057B20Rik" 6 13 10 18 3 7
"Mir6358" 0 0 0 0 0 0
"Smad2" 777 1148 555 1746 681 759
"Skor2" 0 2 1 0 0 0
"Ier3ip1" 235 318 118 336 130 113
"Hdhd2" 235 306 126 303 122 131
"Katnal2" 54 113 51 148 50 74
"Pias2" 1880 3101 1621 4979 2067 2346
"St8sia5" 6 27 13 40 13 23
"Loxhd1" 7 15 5 6 4 3
"Rnf165" 632 854 368 1537 597 621
"8030462N17Rik" 703 1081 504 1130 374 457
"4930465K10Rik" 14 16 10 23 6 7
"Haus1" 144 198 79 324 99 93
"Atp5a1" 7229 8189 3290 9232 2975 3293
"Pstpip2" 76 121 55 58 21 24
"Epg5" 462 771 427 1314 545 640
"Siglec15" 0 1 1 1 2 0
"Slc14a1" 0 7 0 0 0 2
"Slc14a2" 2 9 1 2 0 0
"Setbp1" 294 571 320 249 97 99
"Pard6g" 83 127 47 111 44 49
"Adnp2" 544 686 282 1098 401 452
"LOC105246506" 39 78 42 53 23 17
"Rbfa" 150 184 75 232 56 78
"Txnl4a" 1836 2152 969 2607 704 792
"Hsbp1l1" 7 10 9 27 13 14
"Pqlc1" 168 339 188 645 229 282
"Kcng2" 5 5 3 9 8 12
"Ctdp1" 857 1043 447 1235 421 435
"Gm2176" 0 3 0 1 2 1
"Nfatc1" 8 22 12 12 3 6
"Atp9b" 512 1005 558 1725 779 852
"Sall3" 231 342 124 522 196 170
"Mir5127" 1 1 0 0 0 2
"Galr1" 1 8 0 3 0 0
"Mbp" 38 52 28 53 13 27
"Zfp236" 574 902 487 1174 482 606
"Mir5112" 0 0 0 0 0 0
"2210420H20Rik" 8 2 2 13 6 1
"4930445N18Rik" 1 0 1 0 0 0
"Zfp516" 419 501 211 1573 657 722
"4930592I03Rik" 11 8 8 20 10 21
"4921531P14Rik" 0 0 0 0 0 0
"Tshz1" 38 36 21 66 16 24
"Zadh2" 15 10 10 58 9 5
"Zfp407" 1060 1833 1010 2469 1042 952
"Cndp1" 2 8 0 8 4 5
"Cndp2" 619 656 257 571 161 184
"Fam69c" 6 0 3 3 2 0
"Cyb5a" 376 376 155 315 69 88
"Fbxo15" 888 1261 616 1529 615 715
"Timm21" 221 383 229 517 195 211
"Neto1" 2 6 0 4 4 0
"Cbln2" 4 10 3 4 0 4
"Socs6" 281 372 184 458 172 213
"Rttn" 323 589 277 864 350 433
"Mir6359" 0 0 0 0 0 0
"Cd226" 0 1 1 1 0 1
"Dok6" 0 1 4 4 0 3
"Tmx3" 541 1172 764 1660 697 796
"1700030N03Rik" 0 2 0 1 2 2
"Ighmbp2" 195 336 149 346 113 119
"Mrpl21" 258 263 118 288 81 81
"Mir6984" 0 1 0 1 0 0
"Cpt1a" 212 326 170 2037 872 1077
"Mtl5" 18 30 12 32 12 20
"Gal" 0 3 5 6 1 2
"Ppp6r3" 2213 3470 1727 4889 1859 2020
"Lrp5" 942 2064 1101 2584 1074 1301
"1810055G02Rik" 314 588 277 579 232 251
"Suv420h1" 1046 1905 998 3012 1385 1505
"Chka" 636 1029 566 1772 692 832
"Tcirg1" 128 229 133 85 50 47
"Ndufs8" 125 190 65 167 64 43
"Aldh3b1" 15 16 4 44 16 19
"Unc93b1" 27 42 15 44 10 12
"Aldh3b3" 0 9 1 1 0 1
"Aldh3b2" 1 2 0 1 0 3
"Acy3" 8 11 1 12 2 7
"Tbx10" 4 4 0 3 0 0
"Nudt8" 21 39 26 35 22 19
"Doc2g" 29 70 34 83 32 49
"Ndufv1" 735 868 344 1158 415 412
"Gstp1" 36 45 14 20 5 15
"Gstp2" 35 54 14 80 24 22
"BC021614" 18 14 9 21 12 15
"Cabp2" 2 2 0 2 1 1
"Cdk2ap2" 39 79 23 66 16 21
"Pitpnm1" 82 153 75 55 31 35
"Aip" 131 153 50 162 42 50
"Tmem134" 65 97 51 141 40 67
"Cabp4" 25 31 12 45 13 38
"Gpr152" 9 13 5 0 0 8
"Coro1b" 346 477 209 710 234 284
"Ptprcap" 23 33 27 58 18 32
"Rps6kb2" 210 316 156 493 193 233
"Carns1" 10 20 13 21 17 11
"Tbc1d10c" 16 48 20 44 18 14
"Ppp1ca" 1431 1479 571 1862 559 661
"Rad9a" 166 292 104 474 155 187
"Clcf1" 4 9 11 6 10 7
"Clcf1-pold4" 0 0 0 0 0 0
"Pold4" 2 9 1 4 1 6
"Ssh3" 38 55 24 52 28 32
"Mir6985" 0 0 0 0 0 0
"Ankrd13d" 49 78 23 42 10 34
"Adrbk1" 655 936 399 961 322 410
"Kdm2a" 1627 2541 1239 3520 1289 1461
"Rhod" 42 89 28 33 10 22
"A930001C03Rik" 4 11 3 6 3 1
"Syt12" 53 112 61 75 42 44
"2010003K11Rik" 0 3 0 1 2 1
"Pcx" 387 778 392 1761 735 835
"Lrfn4" 154 245 127 409 162 227
"Rce1" 137 254 142 405 159 160
"Mir6986" 1 1 0 1 1 0
"Gm960" 5 10 8 13 8 10
"Sptbn2" 1046 2395 1392 1340 436 626
"Rbm4b" 402 853 520 1540 665 824
"Gm21992" 0 0 0 0 0 0
"Rbm4" 49 118 71 238 102 113
"Rbm14" 1076 1748 918 2466 963 1220
"Ccs" 83 140 53 183 72 108
"Ccdc87" 8 15 1 15 3 3
"Ctsf" 138 280 156 859 358 455
"Actn3" 448 597 283 536 180 302
"Zdhhc24" 83 144 93 352 145 154
"Bbs1" 109 165 95 335 150 170
"Dpp3" 762 993 398 901 319 373
"Peli3" 9 8 7 12 3 6
"Mrpl11" 299 310 114 264 85 85
"Npas4" 5 14 2 2 4 0
"Slc29a2" 137 270 156 260 102 96
"B4gat1" 50 100 59 128 53 84
"Brms1" 336 409 177 463 161 136
"Rin1" 80 157 74 90 49 43
"Cd248" 8 25 12 2 2 2
"Tmem151a" 27 46 21 25 12 14
"Yif1a" 62 144 60 228 80 93
"Cnih2" 27 63 16 45 26 42
"Rab1b" 403 503 212 540 183 182
"Klc2" 223 337 128 464 152 202
"Pacs1" 244 308 149 403 152 170
"Sf3b2" 5218 5986 2351 7639 2399 2768
"Gal3st3" 214 484 265 504 240 281
"Catsper1" 2 1 0 0 0 2
"Cst6" 26 54 36 53 43 30
"Banf1" 533 827 342 878 281 286
"Eif1ad" 678 905 368 1274 369 385
"Sart1" 1526 2036 820 2484 840 896
"D330050I16Rik" 25 32 31 54 30 34
"4930481A15Rik" 11 15 7 23 6 4
"Drap1" 365 446 192 601 199 204
"AI837181" 64 53 39 113 38 40
"Fosl1" 6 5 0 3 2 1
"Ccdc85b" 147 213 107 259 122 115
"Fibp" 105 113 74 257 67 86
"Ctsw" 28 41 9 94 34 39
"Efemp2" 28 68 38 62 21 42
"Mus81" 94 137 76 215 88 108
"Cfl1" 6183 6599 2518 5465 1558 1540
"Snx32" 45 79 68 234 98 90
"1700020D05Rik" 10 23 17 72 24 28
"Ovol1" 16 29 13 39 15 22
"Ap5b1" 54 78 36 128 53 61
"Rnaseh2c" 109 138 63 216 66 64
"Kat5" 373 471 174 676 227 269
"Rela" 187 251 110 317 105 124
"Sipa1" 119 207 87 230 87 132
"Pcnxl3" 877 1785 926 2812 1049 1295
"Mir6987" 0 1 0 0 0 0
"Map3k11" 189 276 108 445 140 190
"Kcnk7" 3 12 5 7 4 2
"Ehbp1l1" 148 275 147 318 161 149
"Fam89b" 68 83 50 75 23 28
"Sssca1" 304 319 138 240 69 66
"Ltbp3" 35 68 34 171 92 129
"Scyl1" 302 445 208 753 258 305
"Malat1" 95655 185306 102436 477251 238209 280794
"Neat1" 2249 4518 2249 7962 3591 2890
"Frmd8" 238 298 140 240 87 91
"Slc25a45" 11 19 6 14 7 2
"Tigd3" 29 48 37 50 34 28
"Dpf2" 486 557 225 787 276 311
"Cdc42ep2" 4 10 5 10 5 6
"Pola2" 1035 1592 735 1483 534 631
"Slc22a20" 3 13 7 10 1 1
"Capn1" 226 305 142 225 69 111
"Gm10814" 1 4 5 6 1 1
"Syvn1" 409 948 555 1182 451 498
"Mir6988" 2 3 0 0 1 0
"Mrpl49" 299 317 133 393 104 122
"Fau" 2882 3217 1067 3863 1205 1307
"Znhit2" 58 79 26 95 22 25
"Tm7sf2" 33 65 30 84 26 27
"Vps51" 136 226 96 309 108 131
"BC048609" 11 12 2 21 5 13
"Zfpl1" 103 175 68 216 72 97
"Cdca5" 450 546 229 767 316 277
"Naaladl1" 66 162 86 355 128 164
"Sac3d1" 85 103 57 103 32 39
"Snx15" 43 64 30 100 46 34
"Arl2" 105 126 51 111 34 46
"Batf2" 2 2 0 0 0 4
"1700123I01Rik" 18 26 9 253 86 114
"Gpha2" 3 5 3 11 4 5
"Ppp2r5b" 138 241 126 297 100 129
"Atg2a" 858 1483 704 2088 799 934
"Mir194-2" 0 1 0 2 1 1
"Mir192" 0 0 1 2 3 2
"Ehd1" 1421 1570 607 1572 419 414
"Cdc42bpg" 1652 2677 1345 3962 1461 1681
"Men1" 466 668 340 737 241 250
"Map4k2" 184 286 159 498 185 266
"Sf1" 5164 6837 2953 8841 3229 3477
"Pygm" 49 85 60 136 77 53
"Rasgrp2" 351 511 205 290 85 109
"Nrxn2" 167 374 203 245 90 132
"Slc22a12" 5 6 3 11 4 8
"Rps6ka4" 126 198 81 170 58 82
"Mir5046" 0 0 0 0 0 0
"Ccdc88b" 61 85 48 99 30 38
"Prdx5" 186 160 56 227 72 73
"Trmt112" 269 280 106 352 87 130
"Esrra" 92 101 57 138 46 79
"Mir6990" 0 4 0 2 0 0
"Tex40" 19 20 11 66 25 40
"Kcnk4" 15 21 4 62 20 20
"Gpr137" 54 53 40 103 36 39
"Bad" 25 55 21 47 23 18
"Plcb3" 816 1136 522 1713 514 744
"Ppp1r14b" 1403 1514 516 1246 304 325
"Fkbp2" 171 324 142 618 228 221
"Vegfb" 210 401 190 468 177 242
"Dnajc4" 46 72 22 108 52 61
"Nudt22" 15 21 9 37 6 13
"Trpt1" 8 21 8 24 10 15
"Fermt3" 30 57 30 47 15 13
"Stip1" 4054 4302 1758 4538 1246 1387
"Macrod1" 29 58 25 109 44 43
"Flrt1" 77 168 92 202 95 112
"Otub1" 649 826 318 846 284 325
"Cox8a" 803 1110 463 1099 336 372
"Naa40" 859 1191 569 2097 816 861
"Rcor2" 1708 2250 1115 2101 575 878
"Mark2" 958 1475 699 1749 644 712
"AI846148" 379 629 259 952 315 318
"1700105P06Rik" 3 1 2 13 2 9
"2700081O15Rik" 420 780 416 941 317 477
"Mir6991" 0 7 1 5 1 4
"Rtn3" 718 1666 885 1850 869 929
"Snord118" 2 13 8 9 2 1
"Atl3" 574 977 588 2072 914 1097
"Pla2g16" 40 80 22 66 22 23
"Lgals12" 17 42 20 40 18 15
"Hrasls5" 0 3 0 0 0 0
"Slc22a19" 1 2 1 0 0 0
"Slc22a26" 1 3 1 0 1 2
"Slc22a27" 2 0 0 2 0 1
"Slc22a28" 1 0 0 0 0 0
"Slc22a29" 2 0 0 0 0 0
"Slc22a30" 0 0 0 0 0 0
"Slc22a8" 28 52 31 50 35 50
"Slc22a6" 1 1 2 3 0 0
"9830166K06Rik" 0 6 1 4 0 0
"Chrm1" 16 20 7 23 13 15
"Slc3a2" 2253 4454 2439 8065 3214 3359
"Snhg1" 985 1727 1000 1769 706 711
"Snord22" 678 1633 880 2142 974 1246
"Wdr74" 664 838 363 737 234 211
"1700092M07Rik" 24 48 19 39 9 11
"Stx5a" 299 386 194 723 291 317
"Mir6992" 0 1 1 3 0 1
"Nxf1" 1454 2339 1198 2812 1070 1300
"Tmem223" 64 126 55 139 39 65
"Tmem179b" 69 107 51 171 74 75
"Taf6l" 86 125 44 126 40 55
"Gm2518" 10 22 11 40 18 26
"Polr2g" 204 217 89 179 69 73
"Zbtb3" 28 38 14 51 19 28
"Ttc9c" 501 727 317 950 385 391
"Hnrnpul2" 3416 3967 1578 5751 1909 2280
"Gng3" 203 207 72 142 51 47
"Bscl2" 261 467 275 426 191 169
"Lrrn4cl" 77 242 124 225 153 155
"Ubxn1" 2206 2484 962 4660 1416 1492
"Uqcc3" 77 127 51 201 45 51
"Lbhd1" 4 9 4 4 0 0
"5730408K05Rik" 42 58 35 72 33 36
"Mir5136" 0 0 0 0 0 0
"1810009A15Rik" 2 4 3 5 1 2
"Ints5" 560 619 258 597 158 206
"Ganab" 1528 3385 1981 6758 2843 3046
"B3gat3" 78 116 67 191 61 99
"Rom1" 10 12 9 20 9 7
"Eml3" 159 267 171 340 130 179
"Mta2" 1120 1536 677 1474 475 561
"Tut1" 475 556 285 737 256 293
"Eef1g" 10039 11225 4491 11222 3309 3698
"Ahnak" 2229 4348 2548 4824 1660 1780
"Mir6367" 0 0 0 0 0 0
"Scgb1a1" 0 1 0 3 1 0
"Asrgl1" 68 94 23 181 86 70
"Stxbp3-ps" 31 83 37 127 60 73
"Incenp" 4309 5841 2669 6796 2395 2399
"Fth1" 2678 3451 1398 2034 615 617
"Best1" 7 23 8 23 5 5
"Rab3il1" 53 102 40 61 21 26
"Fads3" 31 73 54 29 16 19
"Fads2" 240 618 364 195 69 87
"Fads1" 326 682 398 882 336 428
"Mir6993" 2 0 0 0 0 1
"Fen1" 764 862 379 1008 279 327
"Tmem258" 111 181 97 179 53 84
"Myrf" 2652 4574 2200 6192 2367 2988
"Dagla" 42 85 45 72 32 40
"Syt7" 163 327 154 394 161 200
"Lrrc10b" 34 66 39 105 50 54
"Ppp1r32" 7 16 8 45 8 8
"Sdhaf2" 201 244 108 281 91 114
"Cpsf7" 840 1187 556 1829 676 762
"Tmem216" 33 40 14 39 20 26
"Tmem138" 92 115 68 231 90 86
"Cyb561a3" 68 128 66 118 59 58
"Tkfc" 78 113 71 126 46 67
"Ddb1" 6529 8334 3693 10229 3301 4317
"Vwce" 18 46 34 33 4 10
"4930524O05Rik" 0 1 1 0 0 0
"Pga5" 11 20 3 14 2 5
"2210404E10Rik" 0 4 1 1 0 0
"Vps37c" 83 114 43 136 64 83
"Cd5" 5 5 3 7 5 0
"A430093F15Rik" 0 2 0 0 0 0
"Cd6" 19 38 19 19 6 8
"Slc15a3" 1 11 3 8 6 2
"Tmem132a" 269 587 344 465 157 217
"Tmem109" 134 269 181 305 116 108
"Prpf19" 1835 2022 813 2231 723 676
"Zp1" 2 6 4 4 0 3
"Ptgdr2" 20 25 19 33 10 13
"Ccdc86" 692 1083 517 752 317 286
"Ms4a10" 14 44 20 12 7 5
"Ms4a15" 8 26 4 4 4 10
"Ms4a18" 2 9 1 2 0 0
"AW112010" 0 1 0 1 0 0
"Ms4a8a" 3 1 0 0 0 0
"1700017D01Rik" 0 0 0 0 0 0
"1700025F22Rik" 0 2 0 0 0 0
"Ms4a13" 1 1 0 0 0 0
"4930526L06Rik" 46 63 47 132 49 36
"Ms4a1" 9 6 4 1 1 1
"Ms4a5" 1 2 3 0 0 4
"Ms4a7" 26 56 21 147 60 40
"Ms4a4c" 0 1 1 0 0 0
"Ms4a4b" 0 0 0 0 0 0
"Ms4a6c" 235 465 301 572 273 340
"Gm8369" 20 54 29 97 30 46
"Ms4a6b" 0 0 0 0 3 0
"Ms4a4d" 4 9 7 1 1 4
"Ms4a6d" 6 11 5 9 1 3
"Ms4a2" 0 1 0 1 0 0
"Ms4a3" 0 4 0 0 0 0
"Oosp2" 0 0 0 2 0 0
"Oosp1" 0 4 0 1 0 0
"Oosp3" 0 1 0 0 0 0
"Gif" 3 4 2 2 5 0
"Mrpl16" 178 217 89 222 80 107
"Stx3" 670 911 381 2001 700 870
"Olfr1417" 1 0 0 0 0 0
"Olfr1418" 1 0 0 0 0 0
"Olfr1419" 0 1 0 0 0 0
"Olfr1420" 2 0 0 5 1 0
"Patl1" 467 725 350 1004 375 416
"Mir6994" 1 0 0 3 0 0
"Osbp" 514 691 365 1463 550 629
