"Input1" "Input2" "Input3" "Input4" "Input5" "Input6"
"Gapdh" 7975 7679 2598 7823 1887 2218
"Ncapd2" 2042 2701 1240 3407 1256 1297
"Scarna10" 8 25 7 41 11 15
"Mrpl51" 399 521 181 560 159 182
"Vamp1" 18 52 31 100 48 57
"Tapbpl" 309 592 346 775 382 394
"E130112N10Rik" 68 138 73 160 72 94
"Cd27" 5 18 11 27 29 14
"Mir8113" 0 0 0 1 1 0
"4930417O13Rik" 1 0 1 1 0 0
"Tuba3a" 162 154 57 246 77 73
"Ltbr" 28 52 16 92 31 30
"Scnn1a" 8 8 7 31 6 16
"Tnfrsf1a" 23 81 50 134 45 51
"Plekhg6" 26 39 27 53 16 19
"Cd9" 780 1703 1010 2124 772 857
"Vwf" 147 222 104 297 127 152
"Ano2" 7 12 3 4 5 3
"Ntf3" 3 6 1 5 1 0
"Gm10415" 0 2 0 0 0 0
"Kcna5" 1 4 1 6 1 2
"Kcna1" 12 13 5 10 0 0
"Kcna6" 6 8 3 7 3 0
"Ndufa9" 543 649 314 1026 340 388
"Akap3" 9 7 1 12 4 2
"Dyrk4" 1 11 6 27 5 11
"Rad51ap1" 206 357 139 485 179 223
"D6Wsu163e" 96 134 67 263 100 114
"Fgf6" 1 2 0 0 0 0
"Fgf23" 5 11 4 14 4 10
"Tigar" 340 403 132 410 108 121
"Ccnd2" 305 330 163 377 111 134
"9330179D12Rik" 1 1 2 4 1 1
"Gm38404" 1 8 0 1 2 0
"Parp11" 74 124 56 158 62 89
"Cracr2a" 1 4 1 3 3 0
"Prmt8" 85 108 63 132 52 69
"Mir7233" 0 0 0 0 0 0
"Tspan11" 2 4 2 4 0 0
"Tspan9" 218 404 249 489 225 284
"9330102E08Rik" 21 40 23 78 51 50
"Tead4" 88 126 71 234 96 112
"Tulp3" 395 516 221 730 244 293
"Rhno1" 329 440 173 472 126 145
"Foxm1" 808 1035 448 1739 609 732
"4933413G19Rik" 2 1 0 2 0 1
"Nrip2" 23 64 30 92 49 36
"Itfg2" 284 390 215 716 242 296
"Fkbp4" 5104 4987 1836 5230 1392 1567
"Gm10069" 153 237 125 411 197 197
"Pzp" 46 84 38 200 76 91
"BC048546" 3 15 4 9 1 2
"Klrb1a" 0 4 0 1 0 0
"Clec2h" 21 27 16 26 18 16
"Klrb1" 0 0 0 0 0 1
"Klrb1c" 0 6 0 2 0 0
"Klrb1b" 1 1 0 0 0 0
"BC035044" 0 0 0 0 0 0
"Clec2i" 1 5 0 3 1 2
"Mir7649" 0 0 0 0 0 0
"Clec2g" 45 81 44 127 43 58
"Gm15987" 1 1 1 1 2 1
"BC064078" 5 13 11 21 9 7
"Clec2f" 0 0 0 0 0 0
"Klrb1f" 1 2 0 0 0 0
"Clec2e" 0 3 2 4 1 4
"Klrb1-ps1" 0 1 0 0 0 0
"Clec2d" 2 4 1 3 2 3
"2310001H17Rik" 0 0 0 0 0 0
"Cd69" 1 0 0 0 0 0
"4922502D21Rik" 0 0 0 0 0 0
"Clec12a" 2 2 0 5 3 0
"Clec12b" 1 1 0 0 0 0
"Clec1b" 2 0 0 0 0 0
"Clec9a" 1 0 0 1 0 0
"Clec1a" 1 2 1 0 0 0
"Clec7a" 0 0 0 0 0 1
"Olr1" 5 3 0 2 2 0
"Tmem52b" 0 3 0 4 1 3
"1700101I11Rik" 0 0 1 2 0 0
"Gabarapl1" 139 187 55 186 75 71
"Klre1" 1 0 0 0 0 0
"Klrd1" 0 0 0 0 0 0
"Klrk1" 0 2 0 1 0 0
"Klrc3" 0 0 0 0 0 0
"Klrc2" 0 0 0 0 0 0
"Klrc1" 0 0 0 3 0 0
"Mir680-1" 2 0 0 0 0 0
"Klri1" 0 0 0 0 0 0
"Klri2" 8 16 2 10 3 6
"Gm156" 0 0 0 0 0 0
"Klra17" 1 0 1 1 0 0
"Klra5" 1 0 0 0 0 0
"Klra22" 0 0 0 0 0 0
"Klra15" 0 1 0 1 0 2
"Klra6" 0 0 0 0 0 0
"Klra19" 0 0 0 0 0 0
"Klra18" 0 1 0 0 0 0
"Klra4" 0 0 0 0 0 0
"Klra12" 0 0 0 0 0 0
"Klra21" 0 0 0 0 0 0
"Klra8" 0 0 0 0 0 0
"Klra14-ps" 0 0 0 0 0 0
"Klra9" 0 0 0 0 0 0
"Klra7" 0 0 0 0 0 0
"Klra10" 0 0 0 0 0 0
"Klra23" 0 0 0 0 0 0
"Klra13-ps" 0 0 0 0 0 0
"Klra3" 0 0 0 0 0 0
"Klra1" 0 0 2 0 0 0
"Klra2" 7 17 3 8 9 18
"Magohb" 30 31 7 35 9 4
"Styk1" 6 5 10 10 2 0
"Ybx3" 3781 3954 1719 3592 1110 1049
"5430401F13Rik" 0 2 0 1 0 0
"Tas2r130" 0 1 0 1 0 0
"Tas2r107" 0 0 0 0 0 0
"Tas2r106" 0 0 0 0 0 0
"Tas2r104" 0 0 0 0 0 0
"Tas2r105" 0 0 0 0 0 0
"Tas2r114" 0 0 0 0 0 0
"Gm4736" 0 0 0 0 0 0
"Prb1" 0 0 1 0 0 0
"Prpmp5" 1 0 0 0 0 0
"Gm8882" 0 0 0 0 0 0
"Prh1" 0 1 0 0 0 0
"Prp2" 0 0 0 0 0 0
"A630073D07Rik" 0 0 0 0 0 0
"Tas2r120" 0 3 0 0 0 0
"Tas2r121" 0 0 0 0 0 0
"Tas2r122" 0 0 0 0 0 0
"Tas2r115" 0 1 0 0 0 0
"Tas2r124" 0 0 0 0 0 0
"Tas2r102" 0 0 0 0 0 0
"Tas2r136" 0 0 0 0 0 0
"Tas2r117" 0 0 0 0 0 0
"Tas2r123" 0 0 0 0 0 0
"Tas2r116" 0 0 0 0 0 0
"Tas2r110" 0 0 0 0 0 0
"Tas2r113" 0 0 0 0 0 0
"Tas2r125" 0 0 0 0 0 0
"Tas2r129" 0 0 0 0 0 0
"Tas2r131" 1 0 0 0 0 0
"Tas2r109" 0 0 1 1 0 0
"Tas2r103" 0 0 0 0 0 0
"Tas2r140" 1 0 0 0 0 0
"Smim10l1" 205 227 111 345 152 162
"5530400C23Rik" 1 0 0 0 0 0
"Gm5885" 0 0 0 0 0 0
"Gm5886" 0 0 0 0 0 0
"Kap" 0 0 0 0 0 0
"Etv6" 424 612 244 569 207 162
"Bcl2l14" 19 38 6 28 8 6
"Lrp6" 1851 4123 2132 5928 2686 2910
"Mansc1" 4 14 4 7 3 11
"Loh12cr1" 57 90 42 73 29 34
"Dusp16" 369 412 189 501 220 257
"Crebl2" 36 48 22 116 40 37
"Gpr19" 105 150 91 249 86 133
"2810454H06Rik" 11 14 5 25 6 12
"Cdkn1b" 167 219 86 565 215 252
"1190002F15Rik" 11 14 1 56 39 40
"Apold1" 1 7 0 3 0 2
"Ddx47" 539 614 214 494 179 173
"Gprc5a" 30 71 41 142 65 87
"Gprc5d" 0 3 0 6 0 2
"Hebp1" 27 34 11 109 39 45
"Gm19434" 101 234 153 257 130 145
"8430419L09Rik" 95 154 76 518 202 235
"Gsg1" 1 7 0 5 6 4
"Pbp2" 2 0 0 0 0 0
"Emp1" 132 339 168 954 368 331
"4930425L21Rik" 5 0 0 5 3 3
"Grin2b" 63 128 62 186 79 74
"Gm8994" 92 133 71 58 16 20
"E330021D16Rik" 3 4 1 4 2 6
"Atf7ip" 1863 2770 1229 4031 1559 1692
"Plbd1" 20 79 41 64 28 21
"Gucy2c" 4 8 2 0 1 1
"Hist4h4" 67 57 15 119 26 29
"H2afj" 485 469 141 382 91 84
"Wbp11" 1883 2086 773 2731 728 838
"BC049715" 0 1 0 4 1 3
"Smco3" 3 1 3 7 5 2
"Art4" 3 4 2 2 0 0
"Mgp" 1 1 0 0 0 0
"Erp27" 2 0 0 1 0 0
"Arhgdib" 37 59 16 20 2 4
"Pde6h" 0 0 0 0 0 0
"Rerg" 18 17 4 24 12 10
"Ptpro" 8 27 9 8 2 2
"Eps8" 438 553 233 619 220 243
"Strap" 1853 2061 822 1920 619 637
"Dera" 198 249 110 361 117 111
"Slc15a5" 1 1 0 1 0 0
"Mgst1" 7 20 9 14 12 7
"Lmo3" 0 1 0 0 0 0
"A830011K09Rik" 2 3 0 2 1 0
"Gm30332" 16 45 21 45 26 16
"B230110G15Rik" 1 0 0 2 0 0
"Igbp1b" 1 2 0 0 0 0
"4922502N22Rik" 0 1 0 0 0 0
"Rergl" 0 0 0 0 0 0
"Pik3c2g" 2 1 0 1 0 0
"Plcz1" 1 0 0 1 0 0
"Capza3" 0 1 0 0 0 0
"Plekha5" 700 1021 504 1894 786 867
"Aebp2" 1737 3026 1560 4942 1959 2345
"Pde3a" 24 57 27 61 30 20
"Gm10400" 4 0 1 3 2 0
"Slco1c1" 56 97 68 70 31 46
"Slco1b2" 5 3 3 4 1 1
"Slco1a4" 0 1 0 0 2 0
"Slco1a1" 1 0 0 0 0 0
"Gm6614" 1 0 0 0 1 0
"Slco1a6" 1 0 0 0 0 0
"Slco1a5" 1 3 1 4 0 0
"Iapp" 0 0 0 0 0 1
"Pyroxd1" 60 70 31 108 38 49
"Recql" 214 320 176 550 253 237
"Golt1b" 439 785 432 930 328 359
"Spx" 3 6 6 25 9 9
"Gys2" 1 2 1 2 0 4
"Ldhb" 1004 956 433 2592 792 1079
"Kcnj8" 5 7 0 0 0 4
"Abcc9" 19 51 19 45 23 28
"5330439B14Rik" 0 0 0 0 0 0
"Cmas" 293 356 129 484 153 199
"Gm766" 8 4 4 5 4 0
"Gm7457" 11 51 19 54 18 27
"St8sia1" 360 685 395 1096 504 669
"C2cd5" 437 797 433 2190 866 1099
"Etnk1" 1394 3150 1756 7662 3264 4141
"D6Ertd474e" 1 3 4 2 0 1
"1700060C16Rik" 0 0 0 0 0 0
"Sox5" 17 41 18 27 14 14
"Sox5os3" 1 0 0 5 1 1
"Bcat1" 2283 2976 1284 4187 1502 1582
"Lrmp" 77 126 51 188 83 73
"Casc1" 7 6 3 10 5 12
"Lyrm5" 66 57 22 116 50 81
"Kras" 870 1308 641 1594 636 622
"Gm15706" 6 12 5 13 5 5
"1700073E17Rik" 4 11 0 2 1 0
"Ifltd1" 0 7 0 0 0 0
"Tuba3b" 7 11 2 15 5 5
"Rassf8" 50 78 40 100 29 47
"Bhlhe41" 29 34 21 54 34 42
"Sspn" 1 3 2 7 1 2
"Itpr2" 25 63 24 55 10 27
"Asun" 882 1170 473 1123 406 456
"Fgfr1op2" 545 784 359 1196 414 551
"Tm7sf3" 761 1463 860 2436 998 1293
"Med21" 107 105 34 90 30 43
"Gm6654" 39 42 22 25 11 11
"4930479D17Rik" 0 1 0 1 0 0
"Stk38l" 344 432 211 613 216 260
"Arntl2" 57 110 62 19 11 6
"Smco2" 1 1 0 1 0 0
"Ppfibp1" 668 861 379 727 279 290
"1700034J05Rik" 8 12 5 14 6 9
"Rep15" 2 8 1 7 1 7
"Mrps35" 322 292 134 340 105 127
"Mansc4" 11 34 15 23 9 15
"Klhl42" 118 279 114 208 81 78
"E330012B07Rik" 0 1 0 1 0 1
"Pthlh" 0 1 1 0 0 0
"Ccdc91" 289 299 132 457 202 189
"1700049E15Rik" 0 0 0 0 0 0
"Far2" 30 65 46 89 36 37
"Ergic2" 540 1069 537 1702 735 707
"4732416N19Rik" 1 0 1 0 0 0
"Tmtc1" 227 420 232 757 335 359
"Rps4l" 1994 2087 686 1790 492 525
"Gm6313" 264 600 385 854 379 467
"4930528G23Rik" 0 0 0 0 0 0
"Ipo8" 1176 1446 703 1674 602 660
"Caprin2" 328 502 266 1055 414 552
"Fam60a" 4793 5079 1956 6149 1904 2059
"Dennd5b" 731 1211 678 1228 579 582
"Mettl20" 35 47 26 81 24 41
"Amn1" 20 50 22 72 39 47
"2810474O19Rik" 5193 8438 4186 14232 5822 6152
"Bicd1" 256 456 205 741 297 427
"Speer9-ps1" 0 4 1 5 3 0
"AU018091" 1791 4138 2512 6372 2867 3545
"Mir290a" 1 3 0 2 2 4
"Mir290b" 0 0 0 0 0 0
"D7Ertd143e" 361 702 351 1336 593 615
"Mir291a" 0 0 0 0 0 0
"Mir292" 0 0 0 0 0 0
"Mir292b" 0 0 0 0 0 0
"Mir291b" 0 0 0 0 0 0
"Mir293" 0 0 0 0 0 0
"Mir294" 0 0 0 0 0 0
"Mir295" 0 0 0 0 0 0
"Nlrp12" 24 51 39 61 32 24
"Myadm" 663 1530 982 1569 685 749
"Prkcg" 214 406 239 483 163 255
"Cacng7" 103 198 98 209 69 104
"Cacng8" 15 54 17 57 13 15
"Gm23450" 0 0 0 0 0 0
"3300002P13Rik" 4 10 7 17 6 8
"Cacng6" 14 20 9 26 11 12
"Tarm1" 13 36 14 99 39 50
"Oscar" 2 7 1 3 1 2
"Ndufa3" 80 100 46 112 36 47
"Tfpt" 142 190 76 215 66 90
"Prpf31" 1075 1338 531 1296 424 530
"Cnot3" 2150 2905 1199 3314 1098 1254
"Mir3572" 0 0 0 0 0 0
"Leng1" 81 99 57 127 58 72
"Tmc4" 31 54 30 98 37 48
"Mboat7" 153 338 212 515 182 257
"Tsen34" 324 372 133 640 167 262
"Rps9" 4581 4679 1647 6602 1828 2185
"Pirb" 1 2 4 2 0 1
"Pira6" 0 0 0 0 0 0
"Pira2" 0 0 0 0 0 0
"Pira1" 0 0 0 0 0 0
"Pira7" 0 0 0 0 0 0
"Pira4" 0 0 0 0 0 0
"Pira11" 0 0 0 0 0 0
"Gm14548" 0 0 0 0 0 0
"Lilra6" 0 2 0 0 0 0
"Lair1" 2 10 1 7 5 7
"9430041J12Rik" 9 15 7 38 12 19
"Ttyh1" 142 254 144 348 153 203
"D030047H15Rik" 10 27 13 41 20 25
"Leng8" 1541 2895 1652 6189 2555 2756
"Leng9" 19 23 19 23 11 14
"Cdc42ep5" 37 47 12 43 13 14
"Lilra5" 0 1 0 0 0 0
"Ncr1" 0 1 1 0 0 2
"Gp6" 3 4 0 0 0 0
"Rdh13" 199 281 119 383 135 150
"Eps8l1" 18 25 7 19 11 23
"D630041G03Rik" 6 13 6 7 2 4
"Ppp1r12c" 731 1123 531 1512 535 604
"Tnnt1" 73 94 38 181 45 71
"Tnni3" 52 71 34 62 15 25
"Dnaaf3" 77 132 67 87 28 39
"Syt5" 27 62 22 77 47 46
"Ptprh" 5 5 1 2 0 3
"Tmem86b" 10 54 27 69 21 35
"Ppp6r1" 1350 1488 660 2339 749 893
"Hspbp1" 184 174 66 186 54 75
"Brsk1" 259 445 217 1049 392 445
"Tmem150b" 20 45 18 77 42 41
"Suv420h2" 565 801 415 1282 483 586
"Cox6b2" 36 79 25 155 59 71
"Fam71e2" 11 10 15 6 3 15
"Il11" 16 34 22 42 13 13
"Tmem190" 3 13 4 14 0 4
"Tmem238" 76 116 61 117 32 44
"Rpl28" 2828 2836 975 4144 1252 1386
"Ube2s" 1991 2173 811 3331 936 1135
"Shisa7" 169 303 171 834 331 461
"Isoc2b" 4 16 2 21 5 10
"Isoc2a" 122 130 60 192 75 105
"Zfp628" 161 213 90 334 97 139
"Nat14" 14 37 18 58 8 19
"Ssc5d" 45 63 25 27 19 23
"Sbk2" 0 2 1 4 0 0
"Sbk3" 4 1 0 1 2 3
"Zfp579" 71 111 57 94 38 53
"Fiz1" 501 575 189 771 200 241
"Zfp524" 16 18 4 20 11 10
"Zfp865" 233 339 161 488 190 242
"Zfp784" 10 24 11 34 15 29
"Zfp580" 47 54 16 74 17 24
"Ccdc106" 57 88 34 122 46 62
"U2af2" 2998 3736 1549 4701 1521 1807
"Epn1" 947 1238 556 1497 476 622
"Rfpl4" 1 2 10 6 8 2
"Rasl2-9" 7 6 3 6 2 0
"Vmn1r55" 0 0 2 0 0 1
"Vmn1r56" 0 5 0 2 0 0
"Vmn1r57" 0 2 0 1 0 1
"Nlrp2" 6 6 1 13 1 0
"Gm5065" 4 1 1 3 2 0
"Vmn1r58" 1228 2511 1540 3005 1373 1593
"Vmn1r59" 0 0 0 2 0 0
"Vmn2r28" 0 4 0 3 0 1
"Vmn1r60" 0 0 0 0 0 0
"Vmn1r61" 1 0 0 0 0 0
"Vmn1r62" 1 1 0 0 0 0
"Vmn1r186" 0 0 0 0 0 0
"Vmn1r63" 0 0 0 0 0 1
"Vmn1r187" 0 0 0 0 0 0
"Vmn1r64" 0 0 0 0 0 0
"Vmn1r65" 307 636 292 852 394 418
"Nlrp4c" 14 28 7 8 2 1
"Zfp787" 62 90 34 154 52 44
"Zfp444" 190 263 136 297 119 112
"Galp" 5 1 0 1 3 0
"Zscan5b" 10 26 8 24 8 8
"Gm6792" 42 70 45 207 82 99
"Zfp667" 132 130 67 131 56 67
"Zfp583" 65 86 42 162 38 49
"Zfp78" 26 35 14 71 15 24
"Zfp28" 92 137 52 149 58 70
"Gm16532" 1 5 0 6 0 1
"Olfr1344" 0 0 1 0 0 0
"Olfr1336" 0 0 1 0 0 0
"Olfr1346" 1 0 0 0 0 0
"Olfr5" 1 1 2 0 0 0
"Olfr1347" 1 0 0 0 0 0
"Olfr1348" 0 0 0 0 0 0
"Olfr1349" 1 5 0 4 0 0
"Olfr1350" 1 6 0 24 8 8
"Zim2" 52 70 38 145 65 48
"Zim1" 20 48 27 14 4 1
"Peg3" 1430 2102 1103 2699 992 1150
"Peg3os" 0 0 0 0 0 0
"Usp29" 18 21 17 12 8 7
"Mir3099" 1 0 1 1 0 0
"Zim3" 0 4 0 8 0 2
"Aurkc" 54 63 17 57 25 28
"Zfp954" 52 59 26 87 26 39
"Zfp773" 47 84 30 97 53 45
"Zfp418" 91 78 41 149 46 65
"Zfp772" 38 54 24 86 41 28
"Vmn2r29" 145 307 160 412 199 227
"Clcn4-2" 71 145 78 114 52 78
"Mir5620" 0 2 2 0 0 1
"Vmn2r30" 0 3 0 0 1 0
"Vmn2r31" 0 0 0 0 0 0
"Vmn2r32" 0 0 0 0 0 0
"Vmn2r33" 0 0 0 0 0 0
"Vmn2r34" 0 0 0 0 0 0
"Vmn2r35" 0 0 0 0 0 0
"Vmn2r36" 0 2 0 0 1 0
"Vmn2r47" 0 0 0 0 0 0
"2810047C21Rik1" 14 13 12 12 3 8
"Vmn2r41" 0 0 0 0 0 0
"Vmn2r42" 1 3 3 3 1 2
"Vmn2r43" 0 0 0 0 0 0
"Vmn2r44" 0 0 0 0 0 0
"Vmn2r45" 0 0 0 0 0 0
"Vmn2r40" 0 0 0 0 0 0
"Vmn2r39" 0 0 0 0 0 0
"Vmn2r38" 0 0 0 0 0 0
"Vmn2r37" 0 1 1 0 0 0
"Vmn2r46" 0 0 0 0 0 0
"Vmn2r48" 0 0 0 0 0 0
"Vmn2r49" 0 0 0 0 0 0
"Vmn2r50" 0 0 0 0 0 0
"Vmn2r51" 0 0 0 0 0 0
"Vmn2r52" 0 0 0 0 0 2
"Vmn1r66" 3 3 0 2 1 0
"Vmn1r67" 0 1 0 0 0 1
"Zik1" 151 187 81 234 80 83
"Vmn1r68" 0 0 0 0 0 0
"Vmn1r69" 0 0 1 0 0 0
"Vmn1r70" 0 0 0 0 0 0
"Nlrp4b" 0 0 0 0 0 0
"Vmn1r71" 0 0 0 1 0 0
"Zscan4a" 61 88 52 55 13 17
"Zscan4b" 189 304 137 119 45 48
"Zscan4c" 66 82 42 39 12 11
"Zscan4d" 33 70 27 20 7 10
"Zscan4f" 41 74 44 18 9 10
"Vmn1r72" 0 0 0 0 0 0
"Vmn1r73" 0 0 0 0 0 0
"Vmn1r74" 0 0 0 0 0 0
"Vmn1r75" 0 0 0 0 0 0
"Vmn1r76" 0 1 0 0 0 0
"Vmn1r77" 0 2 1 8 1 1
"Vmn1r78" 1 0 0 0 0 0
"Vmn1r79" 0 0 0 0 0 0
"Vmn1r80" 0 0 0 0 0 0
"Gm4224" 11 4 3 15 7 10
"Vmn1r81" 0 0 0 0 0 0
"Vmn1r82" 0 1 0 0 0 0
"Vmn1r83" 0 0 0 0 0 0
"Vmn1r84" 0 1 0 0 0 0
"Zfp551" 23 46 11 79 41 46
"Zfp606" 121 190 128 406 202 177
"2900092C05Rik" 0 0 0 0 0 1
"Vmn2r53" 1 1 0 0 0 0
"Vmn2r54" 1 5 0 3 0 1
"Vmn2r55" 916 1399 809 2077 937 1030
"Vmn2r56" 0 0 1 0 0 0
"Zscan18" 315 609 284 1133 377 465
"Zfp329" 340 544 242 900 411 388
"Zfp110" 637 903 357 1368 469 453
"Zfp128" 33 72 21 81 19 41
"Zscan22" 195 215 81 196 74 104
"Rps5" 3107 3795 1524 6004 1979 2169
"Rnf225" 191 416 290 242 72 149
"Zfp324" 59 73 36 78 39 45
"Zfp446" 150 211 119 274 126 179
"Slc27a5" 3 14 5 7 4 3
"Zbtb45" 205 293 141 245 65 81
"Trim28" 12910 15907 7046 19049 5685 6592
"Chmp2a" 618 695 287 1088 309 349
"Ube2m" 659 770 271 1049 303 345
"Mzf1" 26 89 45 54 27 32
"Vmn1r85" 2 0 0 0 0 0
"Vmn1r86" 0 1 0 0 0 1
"Vmn1r87" 0 0 0 0 0 0
"Vmn1r88" 1 1 0 0 0 0
"Vmn1r89" 0 2 0 2 0 0
"6330408A02Rik" 54 67 24 119 58 87
"Lig1" 2441 2999 1214 4464 1553 1739
"Pla2g4c" 73 145 80 185 94 96
"Cabp5" 43 63 44 84 41 45
"Bsph1" 0 0 1 0 0 0
"Bsph2" 0 0 0 0 0 0
"Sult2a5" 0 4 1 0 0 0
"Sult2a2" 0 0 3 0 0 0
"Sult2a1" 0 0 0 0 0 0
"Sult2a4" 0 2 0 1 1 1
"Sult2a3" 0 2 0 0 0 1
"Sult2a6" 0 2 0 1 0 0
"Sult2a8" 0 0 0 0 3 0
"Sult2a7" 6 1 0 0 0 0
"Nlrp5-ps" 25 53 24 120 69 77
"Vmn1r90" 0 0 0 0 0 0
"Obox7" 0 0 0 0 0 0
"Obox2" 0 0 0 0 0 0
"Obox1" 0 0 0 0 0 0
"Obox3" 14 53 32 58 44 42
"Obox5" 0 0 0 1 0 0
"Obox6" 7 8 1 2 1 0
"Crx" 15 41 29 45 18 36
"Crxos" 16 8 9 22 6 9
"Sepw1" 282 247 101 218 69 61
"Gltscr2" 1472 1595 529 1992 578 666
"Snord23" 5 3 0 1 3 5
"Ehd2" 30 50 19 9 4 8
"Gltscr1" 485 799 409 1068 454 554
"Zfp541" 17 21 8 28 27 24
"Napa" 480 693 310 954 316 350
"Kptn" 41 62 27 90 26 38
"Slc8a2" 45 88 50 95 47 63
"Meis3" 32 23 15 30 5 13
"Dhx34" 106 176 96 233 71 149
"C5ar2" 62 93 52 74 40 52
"C5ar1" 1 7 2 3 0 0
"Inafm1" 14 34 11 48 16 22
"Ccdc9" 671 1053 439 1529 546 646
"Bbc3" 298 389 156 345 97 111
"Sae1" 2597 2753 1099 2482 764 849
"Zc3h4" 1916 2820 1270 2908 1007 1423
"Tmem160" 85 128 55 111 28 31
"Npas1" 28 33 14 10 8 4
"Arhgap35" 2422 3444 1626 3989 1502 1684
"Ceacam-ps1" 0 3 1 2 0 0
"Ceacam15" 2 2 2 4 0 0
"Ceacam9" 10 6 1 3 0 1
"Ap2s1" 198 188 67 148 44 53
"Slc1a5" 435 927 461 2079 802 905
"Fkrp" 113 234 111 277 93 120
"Strn4" 900 1370 637 1730 649 746
"Prkd2" 129 196 112 201 88 113
"Dact3" 104 158 65 128 34 53
"Gng8" 4 7 5 6 4 5
"Ptgir" 2 15 3 8 1 6
"Calm3" 1670 1724 577 1520 461 457
"Pnmal2" 32 47 23 18 13 10
"Pnmal1" 11 12 8 4 0 2
"Ccdc8" 46 58 25 78 28 23
"Ppp5c" 944 1340 525 1237 463 462
"Hif3a" 147 207 103 173 63 82
"Psg16" 4 1 1 2 1 1
"Ceacam3" 4 7 0 2 0 1
"Psg29" 21 50 20 35 9 12
"Psg-ps1" 1 0 0 0 0 0
"Ceacam5" 2 0 0 0 0 0
"Ceacam14" 0 0 0 0 0 0
"Ceacam11" 0 0 0 0 0 0
"Ceacam13" 0 0 0 0 0 0
"Ceacam12" 2 1 0 0 0 0
"Igfl3" 0 0 0 0 0 0
"Mill1" 12 20 16 28 21 20
"Psg18" 1 6 3 1 1 0
"Psg28" 193 328 176 448 216 237
"Psg26" 1 1 1 0 0 0
"Psg25" 1 1 0 0 0 0
"Psg27" 2 6 0 1 0 0
"Psg23" 90 183 105 321 119 138
"Psg21" 0 1 0 0 0 0
"Psg20" 0 1 0 1 0 0
"Psg22" 0 1 0 0 0 0
"Sycp1-ps1" 1 4 3 17 6 5
"Psg19" 1 0 0 0 0 0
"Psg17" 0 1 0 3 2 0
"Mill2" 2 4 4 10 4 7
"Pglyrp1" 4 11 11 22 13 8
"Ccdc61" 268 330 164 525 186 212
"Nova2" 206 303 146 421 165 219
"Nanos2" 2 2 4 14 1 4
"Mypop" 47 73 26 53 23 24
"Irf2bp1" 236 310 85 442 142 165
"Foxa3" 9 8 2 15 4 14
"Sympk" 1172 1603 739 1954 691 816
"Rsph6a" 22 28 20 23 10 11
"Dmwd" 434 544 282 843 308 373
"Dmpk" 143 308 160 565 239 289
"Mir3100" 0 5 0 1 0 0
"Six5" 32 65 29 76 37 28
"Fbxo46" 105 138 96 190 72 105
"Qpctl" 44 95 78 124 67 60
"Snrpd2" 673 719 254 676 170 191
"Gipr" 20 46 22 55 23 33
"Eml2" 105 211 79 425 120 177
"Mir330" 0 0 0 0 1 0
"Gpr4" 94 164 66 175 65 51
"Opa3" 124 201 88 258 116 120
"Vasp" 867 1027 428 1530 493 552
"Ppm1n" 30 30 15 35 6 17
"Rtn2" 72 115 60 214 72 99
"Fosb" 37 145 102 260 112 115
"Ercc1" 89 142 52 163 60 49
"Cd3eap" 559 611 247 807 247 239
"Ppp1r13l" 267 409 209 324 132 162
"Ercc2" 424 714 363 887 347 396
"Mir343" 2 2 2 4 0 2
"Klc3" 47 52 27 55 23 24
"Ckm" 1 8 0 2 0 0
"A930016O22Rik" 16 37 27 47 21 35
"Mark4" 376 434 179 458 163 194
"Bloc1s3" 134 266 175 323 129 163
"Trappc6a" 24 48 13 34 13 22
"Nkpd1" 7 14 16 22 12 18
"Ppp1r37" 439 755 365 822 316 368
"Gemin7" 121 131 41 120 50 35
"Zfp296" 605 734 274 1141 391 368
"Clasrp" 611 1094 568 1320 467 618
"Relb" 94 142 61 159 35 48
"Clptm1" 931 2113 1205 2635 1205 1245
"Apoc2" 0 0 0 0 0 0
"Apoc4-apoc2" 0 0 0 0 0 0
"Apoc4" 0 0 0 2 0 0
"Apoc1" 56 75 40 132 59 40
"Apoe" 2286 4687 2427 14821 5786 7325
"Tomm40" 1487 1897 727 1805 667 673
"Pvrl2" 1141 2268 1373 4397 1793 2123
"Bcam" 1170 2463 1322 3293 1137 1390
"Cblc" 23 28 9 66 20 20
"Bcl3" 286 311 173 342 124 135
"Gm19345" 1 2 1 5 2 6
"Ceacam16" 7 12 4 23 9 9
"Ceacam19" 13 36 15 28 7 9
"Pvr" 175 362 172 289 125 116
"Igsf23" 45 53 22 67 18 31
"Ceacam20" 107 185 112 251 101 110
"Nlrp9b" 64 134 81 49 18 15
"Vmn1r91" 0 0 0 0 0 0
"Gm16442" 0 0 0 0 0 0
"Gm16451" 0 0 0 0 0 0
"Gm10666" 0 0 0 0 0 0
"Vmn1r93" 0 0 0 0 0 0
"Vmn1r142" 0 0 0 0 0 0
"Vmn1r94" 0 0 0 0 0 0
"Vmn1r95" 0 0 0 0 0 0
"Vmn1r143" 0 0 0 0 0 0
"Gm6164" 0 0 0 0 0 0
"Gm8653" 0 0 0 0 0 0
"Gm8453" 0 0 0 0 0 0
"Vmn1r118" 0 0 0 0 0 0
"Gm4498" 0 0 0 0 0 0
"Gm4187" 0 0 0 0 0 0
"Gm4133" 0 0 0 0 0 0
"Vmn1r-ps79" 0 0 0 0 0 0
"Gm8660" 0 0 0 0 0 0
"Gm5728" 0 0 0 0 0 0
